junctions,num_states
1,13.0
1,9.0
1,8.0
1,4.0
1,8.0
1,5.0
1,15.0
1,5.0
1,10.0
1,14.0
2,21.0
2,13.0
2,4.0
2,41.0
2,13.0
2,5.0
2,5.0
2,14.0
2,23.0
2,22.0
3,1.0
3,91.0
3,1.0
3,1.0
3,37.0
3,1.0
3,1.0
3,11.0
3,1.0
3,1.0
4,1.0
4,133.0
4,1.0
4,8.0
4,1.0
4,1.0
4,1.0
4,1.0
4,1.0
4,1.0
5,1.0
5,188.0
5,1.0
5,1.0
5,1.0
5,1.0
5,1.0
5,1.0
5,1.0
5,1.0
6,1.0
6,1.0
6,1.0
6,1.0
6,1.0
6,1.0
6,1.0
6,1.0
6,1.0
6,37.0
7,1.0
7,1.0
7,1.0
7,1.0
7,1.0
7,1.0
7,131.0
7,1.0
7,1.0
7,1.0
8,1.0
8,1.0
8,1.0
8,1.0
8,1.0
8,1.0
8,1.0
8,1.0
8,1.0
8,1.0
9,1.0
9,1.0
9,1.0
9,1.0
9,1.0
9,1.0
9,1.0
9,1.0
9,1.0
9,1.0
10,1.0
10,1.0
10,1.0
10,1.0
10,1.0
10,1.0
10,1.0
10,1.0
10,1.0
10,1.0
11,1.0
11,1.0
11,1.0
11,1.0
11,1.0
11,1.0
11,1.0
11,1.0
11,1.0
11,1.0
12,1.0
12,1.0
12,1.0
12,1.0
12,1.0
12,1.0
12,1.0
12,1.0
12,1.0
12,1.0
13,1.0
13,1.0
13,1.0
13,1.0
13,1.0
13,1.0
13,1.0
13,1.0
13,1.0
14,1.0
14,1.0
14,1.0
14,1.0
14,1.0
14,1.0
14,1.0
14,1.0
14,1.0
14,1.0
15,1.0
15,1.0
15,1.0
15,1.0
15,1.0
15,1.0
15,1.0
15,1.0
15,1.0
15,1.0
